id,tender_number,tender_number_en,tender_name_ar,tender_name_en,entity_ar,entity_en,category_ar,category_en,grade_ar,grade_en,tender_type_ar,tender_type_en,sales_end_date,bid_closing_date,actual_opening_date,fee,bank_guarantee,view,is_retender,is_scc_relevant,is_subcontract,parent_tender_number,parent_tender_name,raw_data,first_seen,last_seen,scraped_at
3138,"2025/4208/و ص/ق م -112- اعادة طرح - 2","4208/2025/MOH/PRC-112- Recall - 2","توريد اثاث مكتبي لمركز مضي ا.....","Supply of Office Furnitur.....","وزارة الصحة","Ministry of Health","التوريدات",Supply,"الأولى,الثانية,الثالثة,الرابعة","First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/4208/\u0648 \u0635/\u0642 \u0645 -112- \u0627\u0639\u0627\u062f\u0629 \u0637\u0631\u062d - 2"", ""dates"": ""26-03-2026 11:39"", ""tender_number_en"": ""4208/2025/MOH/PRC-112- Recall - 2"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629"", ""entity_en"": ""Ministry of Health"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0627\u062b\u0627\u062b \u0645\u0643\u062a\u0628\u064a \u0644\u0645\u0631\u0643\u0632 \u0645\u0636\u064a \u0627....."", ""tender_name_en"": ""Supply of Office Furnitur....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3139,"2026/713/و ص/م ع خ ص ب م-4",713/2026/MOH/DGHSBRP-4,"توريد بطاقات تعريفية ذكية مع.....","supply rifd cards and card h.....","وزارة الصحة","Ministry of Health","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/713/\u0648 \u0635/\u0645 \u0639 \u062e \u0635 \u0628 \u0645-4"", ""dates"": ""26-03-2026 11:21"", ""tender_number_en"": ""713/2026/MOH/DGHSBRP-4"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629"", ""entity_en"": ""Ministry of Health"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0628\u0637\u0627\u0642\u0627\u062a \u062a\u0639\u0631\u064a\u0641\u064a\u0629 \u0630\u0643\u064a\u0629 \u0645\u0639....."", ""tender_name_en"": ""supply rifd cards and card h....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3140,"2026/894/و ص/م ب م-19",894/2026/MOH/BUHP-19,"توريد اكمام ترشيح المياه","supply of filtering sleeves","وزارة الصحة","Ministry of Health","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/894/\u0648 \u0635/\u0645 \u0628 \u0645-19"", ""dates"": ""26-03-2026 11:21"", ""tender_number_en"": ""894/2026/MOH/BUHP-19"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629"", ""entity_en"": ""Ministry of Health"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0627\u0643\u0645\u0627\u0645 \u062a\u0631\u0634\u064a\u062d \u0627\u0644\u0645\u064a\u0627\u0647"", ""tender_name_en"": ""supply of filtering sleeves"", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3141,"2026/304/و ص/م ع خ ص م-6",304/2026/MOH/DGHSM-6,"استئجار مبنى لمؤسسة صحية بم.....","Renting a building for a hea.....","وزارة الصحة","Ministry of Health","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,,,,10.0,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/304/\u0648 \u0635/\u0645 \u0639 \u062e \u0635 \u0645-6"", ""dates"": ""26-03-2026 11:15"", ""fee"": ""10"", ""tender_number_en"": ""304/2026/MOH/DGHSM-6"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629"", ""entity_en"": ""Ministry of Health"", ""tender_name_ar"": ""\u0627\u0633\u062a\u0626\u062c\u0627\u0631 \u0645\u0628\u0646\u0649 \u0644\u0645\u0624\u0633\u0633\u0629 \u0635\u062d\u064a\u0629 \u0628\u0645....."", ""tender_name_en"": ""Renting a building for a hea....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3142,"2026/150/و ت ت/ق م-93",150/2026/MOE/MOE2-93,"مناقصةاحتياجات تجهيز المسرح .....","Tender for school theater eq.....","وزارة التربية والتعليم","Ministry of Education","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/150/\u0648 \u062a \u062a/\u0642 \u0645-93"", ""dates"": ""26-03-2026 11:06"", ""tender_number_en"": ""150/2026/MOE/MOE2-93"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u062a\u0631\u0628\u064a\u0629 \u0648\u0627\u0644\u062a\u0639\u0644\u064a\u0645"", ""entity_en"": ""Ministry of Education"", ""tender_name_ar"": ""\u0645\u0646\u0627\u0642\u0635\u0629\u0627\u062d\u062a\u064a\u0627\u062c\u0627\u062a \u062a\u062c\u0647\u064a\u0632 \u0627\u0644\u0645\u0633\u0631\u062d ....."", ""tender_name_en"": ""Tender for school theater eq....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3143,"2026/128/و ت أ/م ع ت م ظ-15",128/2026/MOSD/GDSDSG-15,"توريد مواد غذائية (شاي - سكر.....","Supplying food supplies (tea.....","وزارة التنمية الاجتماعية","Ministry of Social Development","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/128/\u0648 \u062a \u0623/\u0645 \u0639 \u062a \u0645 \u0638-15"", ""dates"": ""26-03-2026 10:50"", ""tender_number_en"": ""128/2026/MOSD/GDSDSG-15"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u062a\u0646\u0645\u064a\u0629 \u0627\u0644\u0627\u062c\u062a\u0645\u0627\u0639\u064a\u0629"", ""entity_en"": ""Ministry of Social Development"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0645\u0648\u0627\u062f \u063a\u0630\u0627\u0626\u064a\u0629 (\u0634\u0627\u064a - \u0633\u0643\u0631....."", ""tender_name_en"": ""Supplying food supplies (tea....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3144,"2026/138/و ز ث س م/م ع ت-6",138/2026/MAFWR/DGAP-6,"شراء أجهزة ووركستيشن وجهاز ل.....","Purchasing computer workstat.....","وزارة الثروة الزراعية والسمكية وموارد المياه","Ministry of Agricultural, Fisheries Wealth and Water Resources","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/138/\u0648 \u0632 \u062b \u0633 \u0645/\u0645 \u0639 \u062a-6"", ""dates"": ""26-03-2026 10:44"", ""tender_number_en"": ""138/2026/MAFWR/DGAP-6"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u062b\u0631\u0648\u0629 \u0627\u0644\u0632\u0631\u0627\u0639\u064a\u0629 \u0648\u0627\u0644\u0633\u0645\u0643\u064a\u0629 \u0648\u0645\u0648\u0627\u0631\u062f \u0627\u0644\u0645\u064a\u0627\u0647"", ""entity_en"": ""Ministry of Agricultural, Fisheries Wealth and Water Resources"", ""tender_name_ar"": ""\u0634\u0631\u0627\u0621 \u0623\u062c\u0647\u0632\u0629 \u0648\u0648\u0631\u0643\u0633\u062a\u064a\u0634\u0646 \u0648\u062c\u0647\u0627\u0632 \u0644....."", ""tender_name_en"": ""Purchasing computer workstat....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3145,"2026/151/و ت ت/ق م-94",151/2026/MOE/MOE2-94,"مناقصة مطبوعات الاتحاد بنرات.....","Union Printing Tender for ba.....","وزارة التربية والتعليم","Ministry of Education","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/151/\u0648 \u062a \u062a/\u0642 \u0645-94"", ""dates"": ""26-03-2026 10:40"", ""tender_number_en"": ""151/2026/MOE/MOE2-94"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u062a\u0631\u0628\u064a\u0629 \u0648\u0627\u0644\u062a\u0639\u0644\u064a\u0645"", ""entity_en"": ""Ministry of Education"", ""tender_name_ar"": ""\u0645\u0646\u0627\u0642\u0635\u0629 \u0645\u0637\u0628\u0648\u0639\u0627\u062a \u0627\u0644\u0627\u062a\u062d\u0627\u062f \u0628\u0646\u0631\u0627\u062a....."", ""tender_name_en"": ""Union Printing Tender for ba....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3146,"2026/735/و ص/م ع خ ص ج ب م -32- اعادة طرح - 1","735/2026/MOH/DGHSSBP-32- Recall - 1","هاتف تناظري أحادي الخط من أل.....","ANALOG SINGLE LINE TELEPHONE","وزارة الصحة","Ministry of Health","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/735/\u0648 \u0635/\u0645 \u0639 \u062e \u0635 \u062c \u0628 \u0645 -32- \u0627\u0639\u0627\u062f\u0629 \u0637\u0631\u062d - 1"", ""dates"": ""26-03-2026 10:34"", ""tender_number_en"": ""735/2026/MOH/DGHSSBP-32- Recall - 1"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629"", ""entity_en"": ""Ministry of Health"", ""tender_name_ar"": ""\u0647\u0627\u062a\u0641 \u062a\u0646\u0627\u0638\u0631\u064a \u0623\u062d\u0627\u062f\u064a \u0627\u0644\u062e\u0637 \u0645\u0646 \u0623\u0644....."", ""tender_name_en"": ""ANALOG SINGLE LINE TELEPHONE"", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3147,"2025/4528/و ص/م ع خ ص ج ب م -193- اعادة طرح - 2","4528/2025/MOH/DGHSSBP-193- Recall - 2","توريد وتركيب مجففة لمستشفى و.....","Supply and installation of d.....","وزارة الصحة","Ministry of Health","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/4528/\u0648 \u0635/\u0645 \u0639 \u062e \u0635 \u062c \u0628 \u0645 -193- \u0627\u0639\u0627\u062f\u0629 \u0637\u0631\u062d - 2"", ""dates"": ""26-03-2026 10:31"", ""tender_number_en"": ""4528/2025/MOH/DGHSSBP-193- Recall - 2"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629"", ""entity_en"": ""Ministry of Health"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0648\u062a\u0631\u0643\u064a\u0628 \u0645\u062c\u0641\u0641\u0629 \u0644\u0645\u0633\u062a\u0634\u0641\u0649 \u0648....."", ""tender_name_en"": ""Supply and installation of d....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3148,"2026/153/و ت ت/ق م-96",153/2026/MOE/MOE2-96,"مناقصة المعرض المركزي الثاني.....","Tender for the second centra.....","وزارة التربية والتعليم","Ministry of Education","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/153/\u0648 \u062a \u062a/\u0642 \u0645-96"", ""dates"": ""26-03-2026 10:15"", ""tender_number_en"": ""153/2026/MOE/MOE2-96"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u062a\u0631\u0628\u064a\u0629 \u0648\u0627\u0644\u062a\u0639\u0644\u064a\u0645"", ""entity_en"": ""Ministry of Education"", ""tender_name_ar"": ""\u0645\u0646\u0627\u0642\u0635\u0629 \u0627\u0644\u0645\u0639\u0631\u0636 \u0627\u0644\u0645\u0631\u0643\u0632\u064a \u0627\u0644\u062b\u0627\u0646\u064a....."", ""tender_name_en"": ""Tender for the second centra....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3149,"2026/108/و ت أ/د م -31- اعادة طرح - 1","108/2026/MOSD/PRC-31- Recall - 1","توريد وتركيب إطارات لسيارات .....","Supply and installation of t.....","وزارة التنمية الاجتماعية","Ministry of Social Development","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/108/\u0648 \u062a \u0623/\u062f \u0645 -31- \u0627\u0639\u0627\u062f\u0629 \u0637\u0631\u062d - 1"", ""dates"": ""26-03-2026 10:03"", ""tender_number_en"": ""108/2026/MOSD/PRC-31- Recall - 1"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u062a\u0646\u0645\u064a\u0629 \u0627\u0644\u0627\u062c\u062a\u0645\u0627\u0639\u064a\u0629"", ""entity_en"": ""Ministry of Social Development"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0648\u062a\u0631\u0643\u064a\u0628 \u0625\u0637\u0627\u0631\u0627\u062a \u0644\u0633\u064a\u0627\u0631\u0627\u062a ....."", ""tender_name_en"": ""Supply and installation of t....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3150,"2026/25/ش ت ن ع/ق م ش-19",25/2026/NODC/PRC-19,"تزويد المواد الخاصة بالمختبر","Supply QA QC LAB Consumable.....","شركة تنمية نخيل عمان","Nakheel Oman Development Company","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/25/\u0634 \u062a \u0646 \u0639/\u0642 \u0645 \u0634-19"", ""dates"": ""26-03-2026 09:56"", ""tender_number_en"": ""25/2026/NODC/PRC-19"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0634\u0631\u0643\u0629 \u062a\u0646\u0645\u064a\u0629 \u0646\u062e\u064a\u0644 \u0639\u0645\u0627\u0646"", ""entity_en"": ""Nakheel Oman Development Company"", ""tender_name_ar"": ""\u062a\u0632\u0648\u064a\u062f \u0627\u0644\u0645\u0648\u0627\u062f \u0627\u0644\u062e\u0627\u0635\u0629 \u0628\u0627\u0644\u0645\u062e\u062a\u0628\u0631"", ""tender_name_en"": ""Supply QA QC LAB Consumable....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
