id,tender_number,tender_number_en,tender_name_ar,tender_name_en,entity_ar,entity_en,category_ar,category_en,grade_ar,grade_en,tender_type_ar,tender_type_en,sales_end_date,bid_closing_date,actual_opening_date,fee,bank_guarantee,view,is_retender,is_scc_relevant,is_subcontract,parent_tender_number,parent_tender_name,raw_data,first_seen,last_seen,scraped_at
1026,"2025/438/و ت أ/م ع ت م ش -27- اعادة طرح - 1","438/2025/MOSD/GDSDSS-27- Recall - 1","تركيب وتمديد الأدوات ونظم ال.....","Installation and extension o.....","وزارة التنمية الاجتماعية","Ministry of Social Development","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,2025-09-18,2025-09-29,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/438/\u0648 \u062a \u0623/\u0645 \u0639 \u062a \u0645 \u0634 -27- \u0627\u0639\u0627\u062f\u0629 \u0637\u0631\u062d - 1"", ""dates"": ""Sales EndDate:18-09-2025-Bid Closing Date:29-09-2025"", ""tender_number_en"": ""438/2025/MOSD/GDSDSS-27- Recall - 1"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u062a\u0646\u0645\u064a\u0629 \u0627\u0644\u0627\u062c\u062a\u0645\u0627\u0639\u064a\u0629"", ""entity_en"": ""Ministry of Social Development"", ""tender_name_ar"": ""\u062a\u0631\u0643\u064a\u0628 \u0648\u062a\u0645\u062f\u064a\u062f \u0627\u0644\u0623\u062f\u0648\u0627\u062a \u0648\u0646\u0638\u0645 \u0627\u0644....."", ""tender_name_en"": ""Installation and extension o....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""18-09-2025"", ""bid_closing_date"": ""29-09-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1027,"2025/33/ه ت خ ع/د م-14",33/2025/APSR/PD-14,"تدقيق الصحة والسلامة لشركة ع.....","Health and Safety Audit of t.....","هيئة تنظيم الخدمات العامة","Authority for Public Services Regulation","المكاتب الإستــشــارية","Consulting Offices","الممتازة,الأولى","Excellent,First","مؤسسات صغيرة و المتوسطة",SME,2025-09-25,2025-10-11,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/33/\u0647 \u062a \u062e \u0639/\u062f \u0645-14"", ""dates"": ""Sales EndDate:25-09-2025-Bid Closing Date:11-10-2025"", ""tender_number_en"": ""33/2025/APSR/PD-14"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0647\u064a\u0626\u0629 \u062a\u0646\u0638\u064a\u0645 \u0627\u0644\u062e\u062f\u0645\u0627\u062a \u0627\u0644\u0639\u0627\u0645\u0629"", ""entity_en"": ""Authority for Public Services Regulation"", ""tender_name_ar"": ""\u062a\u062f\u0642\u064a\u0642 \u0627\u0644\u0635\u062d\u0629 \u0648\u0627\u0644\u0633\u0644\u0627\u0645\u0629 \u0644\u0634\u0631\u0643\u0629 \u0639....."", ""tender_name_en"": ""Health and Safety Audit of t....."", ""category_grade_ar"": ""\u0627\u0644\u0645\u0643\u0627\u062a\u0628 \u0627\u0644\u0625\u0633\u062a\u0640\u0640\u0634\u0640\u0640\u0627\u0631\u064a\u0629 [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649]"", ""category_grade_en"": ""Consulting Offices [Excellent,First]"", ""sales_end_date"": ""25-09-2025"", ""bid_closing_date"": ""11-10-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1028,"2025/110/ه ب/ق م-65",110/2025/EA/PRC-65,"توريد وتركيب ارفف للمخازن با.....","supply & installation o.....","هيئة البيئة","Environment Authority","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,2025-10-07,2025-10-09,,25.0,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/110/\u0647 \u0628/\u0642 \u0645-65"", ""dates"": ""Sales EndDate:07-10-2025-Bid Closing Date:09-10-2025"", ""fee"": ""25"", ""tender_number_en"": ""110/2025/EA/PRC-65"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0647\u064a\u0626\u0629 \u0627\u0644\u0628\u064a\u0626\u0629"", ""entity_en"": ""Environment Authority"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0648\u062a\u0631\u0643\u064a\u0628 \u0627\u0631\u0641\u0641 \u0644\u0644\u0645\u062e\u0627\u0632\u0646 \u0628\u0627....."", ""tender_name_en"": ""supply & installation o....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""07-10-2025"", ""bid_closing_date"": ""09-10-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1029,"2025/3447/و ص/م ع خ ص ظ فا م-40",3447/2025/MOH/DGHSDP-40,"تزويد مجموعة بطاريات ليثيوم .....","SUPPLIYNG FOR RECHARGEABLE L.....","وزارة الصحة","Ministry of Health","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","ممارسة /الإسناد المباشر","Negotiation/Direct Award",2025-09-17,2025-09-24,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/3447/\u0648 \u0635/\u0645 \u0639 \u062e \u0635 \u0638 \u0641\u0627 \u0645-40"", ""dates"": ""Sales EndDate:17-09-2025-Bid Closing Date:24-09-2025"", ""tender_number_en"": ""3447/2025/MOH/DGHSDP-40"", ""tender_type_ar"": ""\u0645\u0645\u0627\u0631\u0633\u0629 /\u0627\u0644\u0625\u0633\u0646\u0627\u062f \u0627\u0644\u0645\u0628\u0627\u0634\u0631 [ Local]"", ""tender_type_en"": ""Negotiation/Direct Award [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629"", ""entity_en"": ""Ministry of Health"", ""tender_name_ar"": ""\u062a\u0632\u0648\u064a\u062f \u0645\u062c\u0645\u0648\u0639\u0629 \u0628\u0637\u0627\u0631\u064a\u0627\u062a \u0644\u064a\u062b\u064a\u0648\u0645 ....."", ""tender_name_en"": ""SUPPLIYNG FOR RECHARGEABLE L....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""17-09-2025"", ""bid_closing_date"": ""24-09-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1030,"2025/36/م و إ م/ق م إ م ع-20",36/2025/NCSI/DERPC-20,"خطة بديلة لتشغيل الشبكة في ا.....","Alternative plan for operati.....","المركز الوطني للإحصاء والمعلومات","National Center for Statistics and Information","خدمات تقنية المعلومات","Information Technology Services","الأولى,الثانية,الثالثة,الرابعة","First,Second,Third,Fourth","عامة",Open,2025-09-11,2025-09-14,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/36/\u0645 \u0648 \u0625 \u0645/\u0642 \u0645 \u0625 \u0645 \u0639-20"", ""dates"": ""Sales EndDate:11-09-2025-Bid Closing Date:14-09-2025"", ""tender_number_en"": ""36/2025/NCSI/DERPC-20"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0627\u0644\u0645\u0631\u0643\u0632 \u0627\u0644\u0648\u0637\u0646\u064a \u0644\u0644\u0625\u062d\u0635\u0627\u0621 \u0648\u0627\u0644\u0645\u0639\u0644\u0648\u0645\u0627\u062a"", ""entity_en"": ""National Center for Statistics and Information"", ""tender_name_ar"": ""\u062e\u0637\u0629 \u0628\u062f\u064a\u0644\u0629 \u0644\u062a\u0634\u063a\u064a\u0644 \u0627\u0644\u0634\u0628\u0643\u0629 \u0641\u064a \u0627....."", ""tender_name_en"": ""Alternative plan for operati....."", ""category_grade_ar"": ""\u062e\u062f\u0645\u0627\u062a \u062a\u0642\u0646\u064a\u0629 \u0627\u0644\u0645\u0639\u0644\u0648\u0645\u0627\u062a [\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Information Technology Services [First,Second,Third,Fourth]"", ""sales_end_date"": ""11-09-2025"", ""bid_closing_date"": ""14-09-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1031,"2025/306/و ع/ق م-302",306/2025/MOI/PRC-302,"تحديث نظام التكييف المركزي ف.....","HVAC FOR HD3 VAN","وزارة الإعلام","Ministry of Information","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,2025-09-24,2025-09-28,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/306/\u0648 \u0639/\u0642 \u0645-302"", ""dates"": ""Sales EndDate:24-09-2025-Bid Closing Date:28-09-2025"", ""tender_number_en"": ""306/2025/MOI/PRC-302"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0625\u0639\u0644\u0627\u0645"", ""entity_en"": ""Ministry of Information"", ""tender_name_ar"": ""\u062a\u062d\u062f\u064a\u062b \u0646\u0638\u0627\u0645 \u0627\u0644\u062a\u0643\u064a\u064a\u0641 \u0627\u0644\u0645\u0631\u0643\u0632\u064a \u0641....."", ""tender_name_en"": ""HVAC FOR HD3 VAN"", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""24-09-2025"", ""bid_closing_date"": ""28-09-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1032,"2025/31/م و إ م/ق م إ م ع-16",31/2025/NCSI/DERPC-16,"ترجمة الفيديوهات الصوتية إل.....","Translate videos into sign l.....","المركز الوطني للإحصاء والمعلومات","National Center for Statistics and Information","الخدمات",Services,"الأولى,الثانية,الثالثة,الرابعة","First,Second,Third,Fourth","عامة",Open,2025-09-03,2025-09-08,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/31/\u0645 \u0648 \u0625 \u0645/\u0642 \u0645 \u0625 \u0645 \u0639-16"", ""dates"": ""Sales EndDate:03-09-2025-Bid Closing Date:08-09-2025"", ""tender_number_en"": ""31/2025/NCSI/DERPC-16"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0627\u0644\u0645\u0631\u0643\u0632 \u0627\u0644\u0648\u0637\u0646\u064a \u0644\u0644\u0625\u062d\u0635\u0627\u0621 \u0648\u0627\u0644\u0645\u0639\u0644\u0648\u0645\u0627\u062a"", ""entity_en"": ""National Center for Statistics and Information"", ""tender_name_ar"": ""\u062a\u0631\u062c\u0645\u0629 \u0627\u0644\u0641\u064a\u062f\u064a\u0648\u0647\u0627\u062a \u0627\u0644\u0635\u0648\u062a\u064a\u0629 \u0625\u0644....."", ""tender_name_en"": ""Translate videos into sign l....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [First,Second,Third,Fourth]"", ""sales_end_date"": ""03-09-2025"", ""bid_closing_date"": ""08-09-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1033,"2025/3253/و ص/م س ق-5",3253/2025/MOH/SQH-5,"توريد وتركيب جهاز تحريك البخ.....","Supply and installation of S.....","وزارة الصحة","Ministry of Health","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,2025-09-09,2025-09-28,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/3253/\u0648 \u0635/\u0645 \u0633 \u0642-5"", ""dates"": ""Sales EndDate:09-09-2025-Bid Closing Date:28-09-2025"", ""tender_number_en"": ""3253/2025/MOH/SQH-5"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629"", ""entity_en"": ""Ministry of Health"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0648\u062a\u0631\u0643\u064a\u0628 \u062c\u0647\u0627\u0632 \u062a\u062d\u0631\u064a\u0643 \u0627\u0644\u0628\u062e....."", ""tender_name_en"": ""Supply and installation of S....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""09-09-2025"", ""bid_closing_date"": ""28-09-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1034,"2025/58/و ث ر ش/ق م-36",58/2025/MCSY/PRC-36,"معرض عمان الدولي للكتاب","Amman International Book Fair","وزارة الثقافة والرياضة والشباب","Ministry of Culture Sports And Youth","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,2025-09-07,2025-09-07,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/58/\u0648 \u062b \u0631 \u0634/\u0642 \u0645-36"", ""dates"": ""Sales EndDate:07-09-2025-Bid Closing Date:07-09-2025"", ""tender_number_en"": ""58/2025/MCSY/PRC-36"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u062b\u0642\u0627\u0641\u0629 \u0648\u0627\u0644\u0631\u064a\u0627\u0636\u0629 \u0648\u0627\u0644\u0634\u0628\u0627\u0628"", ""entity_en"": ""Ministry of Culture Sports And Youth"", ""tender_name_ar"": ""\u0645\u0639\u0631\u0636 \u0639\u0645\u0627\u0646 \u0627\u0644\u062f\u0648\u0644\u064a \u0644\u0644\u0643\u062a\u0627\u0628"", ""tender_name_en"": ""Amman International Book Fair"", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""07-09-2025"", ""bid_closing_date"": ""07-09-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1035,"2025/54/و ث ر ش/ م ر -22",54/2025/MCSY/HQ-22,"أعمال صيانة وتشغيل وحدات الت.....","MAINTENANCE & OPERATION .....","وزارة الثقافة والرياضة والشباب","Ministry of Culture Sports And Youth","مقاولات الكهروميكانيكية والإتصالات والصيانة","Electromechanical and Telecommunications Contracting and Maintenance","الأولى",First,"عامة",Open,2025-09-06,2025-10-06,,25.0,,NewTenders,0,1,0,,,"{""tender_number"": ""2025/54/\u0648 \u062b \u0631 \u0634/ \u0645 \u0631 -22"", ""dates"": ""Sales EndDate:06-09-2025-Bid Closing Date:06-10-2025"", ""fee"": ""25"", ""tender_number_en"": ""54/2025/MCSY/HQ-22"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u062b\u0642\u0627\u0641\u0629 \u0648\u0627\u0644\u0631\u064a\u0627\u0636\u0629 \u0648\u0627\u0644\u0634\u0628\u0627\u0628"", ""entity_en"": ""Ministry of Culture Sports And Youth"", ""tender_name_ar"": ""\u0623\u0639\u0645\u0627\u0644 \u0635\u064a\u0627\u0646\u0629 \u0648\u062a\u0634\u063a\u064a\u0644 \u0648\u062d\u062f\u0627\u062a \u0627\u0644\u062a....."", ""tender_name_en"": ""MAINTENANCE & OPERATION ....."", ""category_grade_ar"": ""\u0645\u0642\u0627\u0648\u0644\u0627\u062a \u0627\u0644\u0643\u0647\u0631\u0648\u0645\u064a\u0643\u0627\u0646\u064a\u0643\u064a\u0629 \u0648\u0627\u0644\u0625\u062a\u0635\u0627\u0644\u0627\u062a \u0648\u0627\u0644\u0635\u064a\u0627\u0646\u0629 [\u0627\u0644\u0623\u0648\u0644\u0649]"", ""category_grade_en"": ""Electromechanical and Telecommunications Contracting and Maintenance [First]"", ""sales_end_date"": ""06-09-2025"", ""bid_closing_date"": ""06-10-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1036,"2025/79/م م/ م ك -55- اعادة طرح - 1","79/2025/MM/QS-55- Recall - 1","عمل اختبارات وفحوصات للطبقات.....","Material Testing for Muscat .....","بلدية مسقط","Muscat Municipality","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,2025-09-04,2025-09-25,,25.0,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/79/\u0645 \u0645/ \u0645 \u0643 -55- \u0627\u0639\u0627\u062f\u0629 \u0637\u0631\u062d - 1"", ""dates"": ""Sales EndDate:04-09-2025-Bid Closing Date:25-09-2025"", ""fee"": ""25"", ""tender_number_en"": ""79/2025/MM/QS-55- Recall - 1"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0628\u0644\u062f\u064a\u0629 \u0645\u0633\u0642\u0637"", ""entity_en"": ""Muscat Municipality"", ""tender_name_ar"": ""\u0639\u0645\u0644 \u0627\u062e\u062a\u0628\u0627\u0631\u0627\u062a \u0648\u0641\u062d\u0648\u0635\u0627\u062a \u0644\u0644\u0637\u0628\u0642\u0627\u062a....."", ""tender_name_en"": ""Material Testing for Muscat ....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""04-09-2025"", ""bid_closing_date"": ""25-09-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1037,"2025/623/و ت ت/ق م-226",623/2025/MOE/MOE2-226,"مناقصة توريد مطبوعات لوزارة .....","Tender for the supply of pub.....","وزارة التربية والتعليم","Ministry of Education","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,2025-08-21,2025-08-21,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/623/\u0648 \u062a \u062a/\u0642 \u0645-226"", ""dates"": ""Sales EndDate:21-08-2025-Bid Closing Date:21-08-2025"", ""tender_number_en"": ""623/2025/MOE/MOE2-226"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u062a\u0631\u0628\u064a\u0629 \u0648\u0627\u0644\u062a\u0639\u0644\u064a\u0645"", ""entity_en"": ""Ministry of Education"", ""tender_name_ar"": ""\u0645\u0646\u0627\u0642\u0635\u0629 \u062a\u0648\u0631\u064a\u062f \u0645\u0637\u0628\u0648\u0639\u0627\u062a \u0644\u0648\u0632\u0627\u0631\u0629 ....."", ""tender_name_en"": ""Tender for the supply of pub....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""21-08-2025"", ""bid_closing_date"": ""21-08-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1038,"2025/27/م و إ م/ق م إ م ع-13",27/2025/NCSI/DERPC-13,"شراء خزنة","buy safe still","المركز الوطني للإحصاء والمعلومات","National Center for Statistics and Information","التوريدات",Supply,"الثالثة,الرابعة","Third,Fourth","عامة",Open,2025-08-24,2025-08-31,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/27/\u0645 \u0648 \u0625 \u0645/\u0642 \u0645 \u0625 \u0645 \u0639-13"", ""dates"": ""Sales EndDate:24-08-2025-Bid Closing Date:31-08-2025"", ""tender_number_en"": ""27/2025/NCSI/DERPC-13"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0627\u0644\u0645\u0631\u0643\u0632 \u0627\u0644\u0648\u0637\u0646\u064a \u0644\u0644\u0625\u062d\u0635\u0627\u0621 \u0648\u0627\u0644\u0645\u0639\u0644\u0648\u0645\u0627\u062a"", ""entity_en"": ""National Center for Statistics and Information"", ""tender_name_ar"": ""\u0634\u0631\u0627\u0621 \u062e\u0632\u0646\u0629"", ""tender_name_en"": ""buy safe still"", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Third,Fourth]"", ""sales_end_date"": ""24-08-2025"", ""bid_closing_date"": ""31-08-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
1039,"2025/284/و ع/ق م-280",284/2025/MOI/PRC-280,"قطع غيار لاجهزة الارسال","ٍSpare parts","وزارة الإعلام","Ministry of Information","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,2025-08-29,2025-09-23,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2025/284/\u0648 \u0639/\u0642 \u0645-280"", ""dates"": ""Sales EndDate:29-08-2025-Bid Closing Date:23-09-2025"", ""tender_number_en"": ""284/2025/MOI/PRC-280"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0625\u0639\u0644\u0627\u0645"", ""entity_en"": ""Ministry of Information"", ""tender_name_ar"": ""\u0642\u0637\u0639 \u063a\u064a\u0627\u0631 \u0644\u0627\u062c\u0647\u0632\u0629 \u0627\u0644\u0627\u0631\u0633\u0627\u0644"", ""tender_name_en"": ""\u064dSpare parts"", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""29-08-2025"", ""bid_closing_date"": ""23-09-2025"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
